"","insecticide.resistance.hertiability","male.insecticide.exposure","female.insecticide.exposure","resistance.cost","intervention.coverage","dispersal","treatment.intensity"
"207",0.116866105181183,0.315286850731447,0.590823275694228,0.0933145395513345,0.653562579857055,0.430097585287467,29.1398971537607
"208",0.162122074002697,0.348784185002907,0.504591114381945,0.128784264806849,0.15854022819031,0.668453357489891,0.143044041716508
"209",0.143472775202745,0.617994982298277,0.554227174490935,0.173904834753944,0.196902278991509,0.643555376143903,0.200457273337712
"210",0.262749227334559,0.677849352088245,0.51266933550518,0.145189425357136,0.666059229164943,0.384119014491811,59.859291949791
"211",0.0943295387734368,0.65596246189957,0.759220873144816,0.0831910128013377,0.256404799430426,0.826606291553415,0.575125106029606
"212",0.247060343639768,0.227375488121994,0.687717614415579,0.145098710589403,0.875543841928784,0.260925821327232,107.995878139308
"213",0.0550941833363264,0.282457968850574,0.558577679332951,0.0660026297907713,0.137404196790326,0.680004123934619,0.0463623754256064
"214",0.0518264917367778,0.99968440930408,0.668879295435792,0.082999515785849,0.345676875397563,0.348377526972443,5.3868378219875
"215",0.144860134196206,0.595309373254818,0.636484154292627,0.156960881257666,0.222310537206084,0.746224212031961,0.177280835088343
"216",0.168969415855547,0.032436392064672,0.625865350887761,0.192830984047213,0.594399067692086,0.249187780406363,16.2305614395608
"217",0.0505919232862769,0.717144162652758,0.625366776127985,0.0210498486820937,0.584761396799497,0.347364058717676,20.9006061899283
"218",0.158542786245141,0.765670631847531,0.548990870132961,0.168353459558821,0.585301480633374,0.218481899410542,28.4352738979343
"219",0.109757414317323,0.959272227956052,0.674099302940141,0.109520134599903,0.882813650578521,0.130371643716823,84.8157114998395
"220",0.156260356620315,0.301788367042132,0.558988400610269,0.116770989466788,0.827717779954057,0.82247552679712,48.5639683451649
"221",0.068936051929777,0.733494268891658,0.89720778593499,0.178697932228218,0.20208985113116,0.812319668163341,0.0970012187998979
"222",0.17970991045073,0.827322115110909,0.493528435784613,0.0664994216035984,0.477502228504904,0.31958022016,36.0954244811288
"223",0.218104582414142,0.0188934269499267,0.854144207364286,0.0291280217600742,0.822432001355831,0.592666891616546,108.601274761387
"224",0.256054775249655,0.911295397479017,0.607065164561453,0.0555817747323369,0.156973096396718,0.162628620568681,8.37759198266709
"225",0.21001042882714,0.378157797915465,0.849914028189797,0.142820409568286,0.549290222902633,0.368578041677717,37.5373780832808
"226",0.0868575562327402,0.865744772773073,0.547966580859502,0.0102421425414635,0.687276689943746,0.106332637053709,48.1821975983355
"227",0.293772872085276,0.168352903862204,0.745814583270939,0.189673300818033,0.185218875829428,0.85382163907215,0.18663407337463
